,Uniprot ID,Organism,Taxonomy-ID,Gene Name,HGNC number,Gene synonym,Recommended Name,Short Names,Alternative Names,OMIM,Catalytic: Reaction,Catalytic: Rhea,Catalytic: EC,Brenda,Reactome ID,CAZy,GeneID
364,P21217,Homo sapiens,9606,FUT3,HGNC:4014;,FT3B,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3,,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase;Alpha-3-fucosyltransferase FUT3;Blood group Lewis alpha-4-fucosyltransferase;Fucosyltransferase 3;Fucosyltransferase III;,111100;,a beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = a beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D-glucosaminyl derivative + GDP + H(+);an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = a beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl derivative + GDP + H(+);an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);GDP-beta-L-fucose + Lc4Cer = a lactoside III(4)-a-Fuc-Lc4Cer + GDP + H(+);a beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer(d18:1(4E)) + GDP-beta-L-fucose = GDP + H(+) + III(4)-a-Fuc-Lc4Cer(d18:1(4E));GDP-beta-L-fucose + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminosyl-(2->6)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acyl-sphing-4-enine = GDP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-alpha-L-fucosyl-(1->4)-[N-acetyl-alpha-neuraminosyl-(2->6)-N-acetyl-beta-D-glucosaminyl-(1->3)]-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acyl-sphing-4-enine;GDP-beta-L-fucose + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acyl-sphing-4-enine = GDP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-alpha-L-fucosyl-(1->4)-[N-acetyl-beta-D-glucosaminyl-(1->3)]-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acyl-sphing-4-enine;beta-D-galactosyl-(1->3)-N-acetyl-D-glucosamine + GDP-beta-L-fucose = beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-D-glucosamine + GDP + H(+);alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-D-GlcNAc + GDP-beta-L-fucose = alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-D-GlcNAc + GDP + H(+);alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-D-GlcNAc + GDP-beta-L-fucose = alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-D-GlcNAc + GDP + H(+);beta-D-galactosyl-(1->4)-N-acetyl-D-glucosamine + GDP-beta-L-fucose = beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-D-glucosamine + GDP + H(+);GDP-beta-L-fucose + lactose = beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-D-glucose + GDP + H(+);an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-D-GlcNAc derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-beta-D-GlcNAc derivative + GDP + H(+);,RHEA:23628;RHEA:56076;RHEA:14257;RHEA:52864;RHEA:48824;RHEA:48328;RHEA:47892;RHEA:47888;RHEA:62844;RHEA:62896;RHEA:62900;RHEA:62824;RHEA:62888;RHEA:62904;,2.4.1.65;2.4.1.152;,2.4.1.65;,R-HSA-9037629;R-HSA-975578;,GT10;,2525;
365,P22083,Homo sapiens,9606,FUT4,HGNC:4015;,ELFT,"Alpha-(1,3)-fucosyltransferase 4",,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase;ELAM-1 ligand fucosyltransferase;Fucosyltransferase 4;Fucosyltransferase IV;Galactoside 3-L-fucosyltransferase;,104230;,a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = a beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl derivative + GDP + H(+);an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc6S derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc6S derivative + GDP + H(+);,RHEA:14257;RHEA:56076;RHEA:68044;RHEA:62004;,2.4.1.152;,2.4.1.152;,R-HSA-9037629;,GT10;,2526;
366,Q11128,Homo sapiens,9606,FUT5,HGNC:4016;,,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5,,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT5;Fucosyltransferase 5;Fucosyltransferase V;Galactoside 3-L-fucosyltransferase;,136835;,a beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = a beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D-glucosaminyl derivative + GDP + H(+);an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = a beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl derivative + GDP + H(+);a neolactoside nLc4Cer + GDP-beta-L-fucose = a neolactoside III(3)-alpha-Fuc-nLc4Cer + GDP + H(+);beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + GDP-beta-L-fucose = beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + GDP + H(+);a neolactoside nLc6Cer(d18:1(4E)) + GDP-beta-L-fucose = a neolactoside III(3)-alpha-Fuc-nLc6Cer(d18:1(4E)) + GDP + H(+);a neolactoside nLc4Cer(d18:1(4E)) + GDP-beta-L-fucose = a neolactoside III(3)-alpha-Fuc-nLc4Cer(d18:1(4E)) + GDP + H(+);GDP-beta-L-fucose + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide = GDP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide;beta-D-galactosyl-(1->4)-N-acetyl-D-glucosamine + GDP-beta-L-fucose = beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-D-glucosamine + GDP + H(+);GDP-beta-L-fucose + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosamine = GDP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosamine;alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-D-GlcNAc + GDP-beta-L-fucose = alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-D-GlcNAc + GDP + H(+);an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-D-GlcNAc derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-beta-D-GlcNAc derivative + GDP + H(+);,RHEA:23628;RHEA:56076;RHEA:52864;RHEA:14257;RHEA:48376;RHEA:48364;RHEA:48336;RHEA:48332;RHEA:48352;RHEA:62824;RHEA:62836;RHEA:62900;RHEA:62904;,2.4.1.65;2.4.1.152;,2.4.1.152;2.4.1.65;,R-HSA-9037629;,GT10;,2527;
367,P51993,Homo sapiens,9606,FUT6,HGNC:4017;,FCT3A,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT6,,Fucosyltransferase 6;Fucosyltransferase VI;Galactoside 3-L-fucosyltransferase;,136836;613852;,a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = a beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl derivative + GDP + H(+);an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + GDP-beta-L-fucose = beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + GDP + H(+);beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + GDP-beta-L-fucose = beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + GDP + H(+);GDP-beta-L-fucose + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide = GDP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide;beta-D-galactosyl-(1->4)-N-acetyl-D-glucosamine + GDP-beta-L-fucose = beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-D-glucosamine + GDP + H(+);GDP-beta-L-fucose + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosamine = GDP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosamine;GDP-beta-L-fucose + lactose = beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-D-glucose + GDP + H(+);alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-D-Glc + GDP-beta-L-fucose = alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-D-Glc + GDP + H(+);a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-6-sulfooxy-glucosaminyl derivative + GDP-beta-L-fucose = a beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-6-sulfooxy-glucosaminyl derivative + GDP + H(+);,RHEA:14257;RHEA:56076;RHEA:52864;RHEA:48368;RHEA:48364;RHEA:48356;RHEA:62824;RHEA:62836;RHEA:62888;RHEA:64016;RHEA:64032;,2.4.1.152;,2.4.1.152;2.4.1.65;,R-HSA-9037629;,GT10;,2528;
368,Q11130,Homo sapiens,9606,FUT7,HGNC:4018;,,"Alpha-(1,3)-fucosyltransferase 7",,Fucosyltransferase 7;Fucosyltransferase VII;Galactoside 3-L-fucosyltransferase;Selectin ligand synthase;,602030;,an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);a neolactoside IV(3)-alpha-NeuAc-nLc4Cer + GDP-beta-L-fucose = GDP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide;GDP-beta-L-fucose + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide = GDP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide;an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc6S derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc6S derivative + GDP + H(+);alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc + GDP-beta-L-fucose = alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc + GDP + H(+);alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc + GDP-beta-L-fucose = alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc + GDP + H(+);alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc + GDP-beta-L-fucose = alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc + GDP + H(+);,RHEA:56076;RHEA:48392;RHEA:48356;RHEA:52864;RHEA:62004;RHEA:62008;RHEA:62060;RHEA:62056;,,2.4.1.152;2.4.1.214;2.4.1.65;,R-HSA-9037629;,GT10;,2529;
369,Q9Y231,Homo sapiens,9606,FUT9,HGNC:4020;,,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9,,Fucosyltransferase 9;Fucosyltransferase IX;Galactoside 3-L-fucosyltransferase;,606865;,"a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = a beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl derivative + GDP + H(+);an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc derivative + GDP-beta-L-fucose = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative + GDP + H(+);alpha-N-glycoloylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + GDP-beta-L-fucose = alpha-N-glycoloylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + GDP + H(+);alpha-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + GDP-beta-L-fucose = a neolactoside IV(3)-alpha-Gal,III(3)-alpha-Fuc-nLc4Cer + GDP + H(+);a neolactoside nLc4Cer + GDP-beta-L-fucose = a neolactoside III(3)-alpha-Fuc-nLc4Cer + GDP + H(+);",RHEA:14257;RHEA:68044;RHEA:48388;RHEA:48380;RHEA:48376;,2.4.1.152;,2.4.1.152;,R-HSA-9037629;,GT10;,10690;
370,Q6P4F1,Homo sapiens,9606,FUT10,HGNC:19234;,,"Alpha-(1,3)-fucosyltransferase 10",,Fucosyltransferase X;Galactoside 3-L-fucosyltransferase 10;,,,,,2.4.1.65;,R-HSA-9037629;,GT10;,84750;
371,Q495W5,Homo sapiens,9606,FUT11,HGNC:19233;,,"Alpha-(1,3)-fucosyltransferase 11",,Fucosyltransferase XI;Galactoside 3-L-fucosyltransferase 11;,,,,,2.4.1.152;2.4.1.65;,R-HSA-9037629;,GT10;,170384;
372,P19526,Homo sapiens,9606,FUT1,HGNC:4012;,H,"Galactoside alpha-(1,2)-fucosyltransferase 1",,"Alpha(1,2)FT 1;Blood group H alpha 2-fucosyltransferase;Fucosyltransferase 1;GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1;Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT1;Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT1;",211100;616754;,a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = an alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc derivative + GDP + H(+);ganglioside GA1 + GDP-beta-L-fucose = ganglioside Fuc-GA1 + GDP + H(+);a beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer(d18:1(4E)) + GDP-beta-L-fucose = alpha-L-fucosyl-(1->2)- beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine + GDP + H(+);a neolactoside nLc4Cer(d18:1(4E)) + GDP-beta-L-fucose = a neolactoside IV(2)-alpha-Fuc-nLc4Cer(d18:1(4E)) + GDP + H(+);ganglioside GM1 + GDP-beta-L-fucose = ganglioside Fuc-GM1 + GDP + H(+);beta-D-galactosyl-(1->3)-N-acetyl-D-galactosamine + GDP-beta-L-fucose = alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosamine + GDP + H(+);,RHEA:50668;RHEA:48320;RHEA:32175;RHEA:48304;RHEA:48292;RHEA:62964;,2.4.1.344;2.4.1.69;,2.4.1.344;2.4.1.69;,R-HSA-9033807;,GT11;,2523;
373,Q10981,Homo sapiens,9606,FUT2,HGNC:4013;,SEC2,"Galactoside alpha-(1,2)-fucosyltransferase 2",,"Alpha(1,2)FT 2;Fucosyltransferase 2;GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2;SE2;Secretor blood group alpha-2-fucosyltransferase;Secretor factor;Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT2;Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT2;",182100;612542;,"a beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = an alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-beta-D-GlcNAc derivative + GDP + H(+);a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + GDP-beta-L-fucose = an alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc derivative + GDP + H(+);a neolactoside nLc4Cer + GDP-beta-L-fucose = a neolactoside IV(2)-alpha-Fuc-nLc4Cer + GDP + H(+);a neolactoside nLc4Cer(d18:1(4E)) + GDP-beta-L-fucose = a neolactoside IV(2)-alpha-Fuc-nLc4Cer(d18:1(4E)) + GDP + H(+);ganglioside GM1 + GDP-beta-L-fucose = ganglioside Fuc-GM1 + GDP + H(+);ganglioside GA1 + GDP-beta-L-fucose = ganglioside Fuc-GA1 + GDP + H(+);GDP-beta-L-fucose + Lc4Cer = alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + GDP + H(+);a beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer(d18:1(4E)) + GDP-beta-L-fucose = alpha-L-fucosyl-(1->2)- beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine + GDP + H(+);ganglioside GD1b + GDP-beta-L-fucose = ganglioside Fuc-GD1b + GDP + H(+);ganglioside GM1 (d18:1(4E)) + GDP-beta-L-fucose = gangliosideFuc-GM1 (d18:1(4E)) + GDP + H(+);GDP-beta-L-fucose + globoside GalGb4Cer (d18:1(4E)) = GDP + globoside Globo-H (d18:1(4E)) + H(+);a lactoside III(4)-a-Fuc-Lc4Cer + GDP-beta-L-fucose = a lactoside IV(2),III(4)-a-[Fuc]2-Lc4Cer + GDP + H(+);beta-D-galactosyl-(1->3)-N-acetyl-D-galactosamine + GDP-beta-L-fucose = alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosamine + GDP + H(+);",RHEA:50664;RHEA:50668;RHEA:48800;RHEA:48304;RHEA:48292;RHEA:48320;RHEA:48792;RHEA:32175;RHEA:48324;RHEA:42040;RHEA:42044;RHEA:62616;RHEA:62964;,2.4.1.69;2.4.1.344;2.4.1.69;,2.4.1.344;2.4.1.69;,R-HSA-9033807;R-HSA-9037629;,GT11;,2524;
