GeneSymbol,CAZy,ECNo,EnzClass,Uniprot,DNARef,KEGG,KEGGPath,ProteinRef,GeneID,GlyClass,ProteinName,Organism,Constraints,Status,Reactant,co_R,Product,co_P,Comments,OMIMNo,Compartment,AddMono,Remove,ReplaceMono,Substrate,Product_1,Vm,Km,KineticsUnits,ER,Cis,Medial,Trans,TGN,Tissues,Organs,Donor,ReactomeID,isOriginal,isDrawGlycan
PRKCSH,,,,P14314,NM_001001329.2,,No Record,NP_001001329.1,5589,N_linked,Glucosidase 2 subunit beta,Homo sapiens,,done,None,,,,"* Regulatory subunit of Glucosidase-II (GANAB). 
* Necessary for α(1-3)glucosidase function.",177060,ER,,,NULL,No reaction,,0,0,pM,1,1,1,1,1,,,None/Other,R-HSA-381426,1,0
RENBP,,5.1.3.8,,P51606,NM_002910.5,,No Record,NP_002901.2,5973,,N-acylglucosamine 2-epimerase,Homo sapiens,None,done,GlcNAc,,ManNAc,,"*N-acetylglucosamine 2 epimerase converts GlcNAc to ManNAc. *This enzyme participates in the N-glycolylneuraminic acid degradation pathway, which is found in non-human tissues.
*Binds to renin to inhibit its function.",312420,,,,NULL,GlcNAc,ManNAc,0,0,pM,0,0,0,0,0,all/Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,None/Other,R-HSA-446210,1,0
RFNG,GT31,2.4.1.222,Glycosyltransferase,Q9Y644,NM_002917.1,K05948,ko00514/ko04330/ko05165,NP_002908.1,5986,O_glycanNMu,"Beta-1,3-N-acetylglucosaminyltransferase radical fringe",Homo sapiens,,done,Fuc(a1-?)-Ser/Thr [EGF],UDP-GlcNAc,GlcNAc(b1-3)Fuc(a1-?)-Ser/Thr,UDP,"* Fringe catalyzes the addition of a β1,3GlcNAc linkage to O-fucose in certain Epidermal Growth Factor-like (EGF) repeats, for example in the extracellular domain of Notch. This then controls Notch dependent signaling.
* This structure may be further elongated to a tetrasaccharide with the structure NeuAcα2-3/6Galβ1-4GlcNAcβ1-3Fuc in mammals.
* Three vertebrate fringe homologues have been identified: Lunatic fringe (Lfng), Manic fringe (Mfng), and Radical fringe (Rfng).
* Since over 100 proteins contain O-fucose consensus sites in EGF repeats, fringe may modify O-fucose on a wide variety of proteins.",602578,Cis/Medial/Trans/TGN,GlcNAc(b1-3),,,Fuc(a1-?)Ser|Thr,GlcNAc(b1-3)Fuc(a1-?)Ser|Thr,0,0,pM,1,1,1,1,1,,,UDP,R-HSA-1912420,1,1
RPN1,,,,P04843,NM_002950.3,K12666,ko00510/ko00513/ko01100/ko04141,NP_002941.1,6184,N_linked,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,Homo sapiens,,done,no reaction (accessory protein),,,,"* A multi-membrane protein ER membrane associated protein complex that mediates the en-bloc transfer of 14 sugar LLO to N-X-S/T motif in nascent polypeptide.
* STT3 is the catalytic core of this complex.
* Stt3 forms a complex with the accessory membrane proteins DDOST/OST48, RPN1/ribophorin I, RPN2/ribophorin II, DAD1, Ost4, TUSC3/N33 and MGAT1/IAP in mammals for maximal ativity.
* There are two STT3 genes: STT3A and STT3B. Human Stt3A and Stt3B have redundant functions in the co-translational N-glycosylation. Stt3B also mediates the post-translational N-glycosylation after some time, rather than just at the time when the protein enters the ER from the ribosome.
* Reaction catalyzed: Glc<sub>[0-3]</sub>Man<sub>[0-9]</sub>GlcNAc<sub>2</sub>β1-PP-Dol + Asn-Xaa-Ser/Thr -> Dol-PP + Glc<sub>[0-3]</sub>Man<sub>[0-9]</sub>GlcNAc<sub>2</sub>β1-Asn-Xaa-Ser/Thr.",180470,ER,,,Glc(a1-2)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-r),No reaction,,0,0,pM,1,1,1,1,1,,,null,R-HSA-1799339,1,0
RPN2,,,,P04844,NM_001135771.2,K12667,ko00510/ko00513/ko01100/ko04141,NP_001129243.1,6185,N_linked,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,Homo sapiens,,done,no reaction (accessory protein),,,,"* A multi-membrane protein ER membrane associated protein complex that mediates the en-bloc transfer of 14 sugar LLO to N-X-S/T motif in nascent polypeptide.
* STT3 is the catalytic core of this complex.
* Stt3 forms a complex with the accessory membrane proteins DDOST/OST48, RPN1/ribophorin I, RPN2/ribophorin II, DAD1, Ost4, TUSC3/N33 and MGAT1/IAP in mammals for maximal ativity.
* There are two STT3 genes: STT3A and STT3B. Human Stt3A and Stt3B have redundant functions in the co-translational N-glycosylation. Stt3B also mediates the post-translational N-glycosylation after some time, rather than just at the time when the protein enters the ER from the ribosome.
* Reaction catalyzed: Glc<sub>[0-3]</sub>Man<sub>[0-9]</sub>GlcNAc<sub>2</sub>β1-PP-Dol + Asn-Xaa-Ser/Thr -> Dol-PP + Glc<sub>[0-3]</sub>Man<sub>[0-9]</sub>GlcNAc<sub>2</sub>β1-Asn-Xaa-Ser/Thr.",180490,ER,,,Glc(a1-2)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-r),No reaction,,0,0,pM,1,1,1,1,1,,,null,R-HSA-1799339,1,0
RXYLT1,,2.4.2.61,,Q9Y2B1,NM_001278237.1,K21052,No Record,NP_001265166.1,10329,O_glycanNMu,Ribitol-5-phosphate xylosyltransferase 1,Homo sapiens,,done,Rib(?5-?)P(??-1)Rib(?5-?)P(??-3)GalNAc(b1-3)GlcNAc(b1-4)Man6P(a1-?)-Ser/Thr,UDP-Xyl,Xyl(b1-4)Rib(?5-?)P(??-1)Rib(?5-?)P(??-3)GalNAc(b1-3)GlcNAc(b1-4)Man6P(a1-?)-Ser/Thr,UDP,"* A series of reactions occur on the core M3 O-mannosyl trisaccharide of α-dystroglycan (DAG1), and these elongate the core structure.
* Among these, first, two phospho-ribitols are added to the trisaccharide core. The first phospho-ribitol is added to GalNAc by FKTN/fukutin. The second ribitol is added by Fukutin-related protein/FKRP. Together, this results in the ribose 5-phosphate tandem repeat of DAG1.
* This unit is then primed by TMEM5 (RXYLT1) and B3GAT1 (formerly B4GAT1). * The core M3 structure can then be further extended by repeating GlcAβ(1-3)Xylα(1-3) units. This polymerization bifunctional GTs, LARGE1 (formerly LARGE) and/or its paralog LARGE2 (formerly GYLTL1B) in the Golgi apparatus.",605862,Cis/Medial/Trans/TGN,Xyl(b1-4),,,Rib(5)P(-CHAR)Rib(5)P(-CHAR)GalNAc(b1-3)GlcNAc(b1-4)Man(a1-?)Ser|Thr,Xyl(b1-4)Rib(5)P(-CHAR)Rib(5)P(-CHAR)GalNAc(b1-3)GlcNAc(b1-4)Man(a1-?)Ser|Thr,0,0,pM,1,1,1,1,1,,,UDP,,1,1
SGSH,,3.10.1.1,,P51688,NM_000199.3,,No Record,NP_000190.1,6448,GAG,N-sulphoglucosamine sulphohydrolase,Homo sapiens,None,done,GlcNS(a1-4)GlcA2S(b1-4)HS chain,H2O,GlcN(a1-4)GlcA2S(b1-4)HS chain,sulfate,"* N-sulfoglucosamine sulfohydrolase removes sulfate from GlcNAc in lysosomes. Involved in the breakdown and recycling of GAGs.
* Deficiency in SGSH activity results in mucopolysaccharidosis type IIIA. This causes an accumulation of heparan sulfates. The disease causes seizures, which results in rapid neurodegeneration and death in late childhood.",605270,,,,NULL,GlcNAc(b1-? S-6),GlcNAc(b1-?),0,0,pM,0,0,0,0,0,,,null,R-HSA-2024096,1,1
SLC2A1,,,,P11166,NM_006516.2,,No Record,NP_006507.2,6513,,"Solute carrier family 2, facilitated glucose transporter member 1",Homo sapiens,None,done,Glc [Extra-cellular],,Glc [Cyto],,"* Hexose transporter, member of GLUT family. GLUT1-5 have different distributions among different mammalian cells.
* GLUT1/SLC2A1 facititates facilitative glucose transporter in erythrocytes and endothelial cells, including cells of the blood–brain barrier.",138140,,,,NULL,Glc [Extracellular],Glc [Cyto],0,0,pM,1,1,1,1,1,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-189200,1,0
SLC2A10,,,,O95528,NM_030777.3,,No Record,NP_110404.1,81031,,"Solute carrier family 2, facilitated glucose transporter member 10",Homo sapiens,None,done,Glc [Extra-cellular],,Glc [Cyto],,"* Hexose transporter, member of GLUT family. GLUT1-5 have different distributions among different mammalian cells.
* Facilitative glucose transporter required for the development of the cardiovascular system.",606145,,,,NULL,Glc [Extracellular],Glc [Cyto],0,0,pM,1,1,1,1,1,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-189200,1,0
SLC2A12,,,,Q8TD20,NM_145176.2,,No Record,NP_660159.1,154091,,"Solute carrier family 2, facilitated glucose transporter member 12",Homo sapiens,None,done,Glc [Extra-cellular],,Glc [Cyto],,"* Hexose transporter, member of GLUT family.",610372,,,,NULL,Glc [Extracellular],Glc [Cyto],0,0,pM,1,1,1,1,1,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-189200,1,0
SLC2A2,,,,P11168,NM_000340.1,,No Record,NP_000331.1,6514,,"Solute carrier family 2, facilitated glucose transporter member 2",Homo sapiens,None,done,Glc [Extra-cellular],,Glc [Cyto],,"* Hexose transporter, member of GLUT family. Primarily used to transport glucosamine. GLUT1-5 have different distributions among different mammalian cells.
* SLC2A2/GLUT2 transports glucose and fructose in beta-cells of pancreas and in liver.",138160,,,,NULL,Glc [Extracellular],Glc [Cyto],0,0,pM,1,1,1,1,1,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-189200,1,0
SLC2A3,,,,P11169,NM_006931.2,,No Record,NP_008862.1,6515,,"Solute carrier family 2, facilitated glucose transporter member 3",Homo sapiens,None,done,Glc [Extra-cellular],,Glc [Cyto],,"* Hexose transporter, member of GLUT family. GLUT1-5 have different distributions among different mammalian cells.
* Mediates the uptake of glucose, 2-deoxyglucose, galactose, mannose, xylose and fucose.
* GLUT3/SLC2A3 is specifically expressed in neurons, found predominantly in axons and dendrites",138170,,,,NULL,Glc [Extracellular],Glc [Cyto],0,0,pM,1,1,1,1,1,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-189200,1,0
SLC2A4,,,,P14672,NM_001042.2,,No Record,NP_001033.1,6517,,"Solute carrier family 2, facilitated glucose transporter member 4",Homo sapiens,None,done,Glc [Extra-cellular],,Glc [Cyto],,"* Hexose transporter, member of GLUT family. 
* A portion of GLUT4 resides in intracellular vesicles, which are recruited to the cell surface in response to insulin. 
* GLUT1-5 have different distributions among different mammalian cells.
* GLUT4/SLC2A4 is the insulin-regulated glucose transporter found primarily in adipose tissues and striated muscle (skeletal and cardiac).",138190,,,,NULL,Glc [Extracellular],Glc [Cyto],0,0,pM,1,1,1,1,1,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-1445148,1,0
SLC2A5,,,,P22732,NM_001135585.1,,No Record,NP_001129057.1,6518,,"Solute carrier family 2, facilitated glucose transporter member 5",Homo sapiens,None,done,Glc [Extra-cellular],,Glc [Cyto],,"* Hexose transporter, member of GLUT family. 
* GLUT5 is primary for transporting fructose. 
* GLUT1-5 have different distributions among different mammalian cells
* Fructose transporter that has only low activity with other monosaccharides. Critical in small intestines",138230,,,,NULL,Glc [Extracellular],Glc [Cyto],0,0,pM,1,1,1,1,1,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-6798695,1,0
SLC2A8,,,,Q9NY64,NM_001271711.1,,No Record,NP_001258640.1,29988,,"Solute carrier family 2, facilitated glucose transporter member 8",Homo sapiens,None,done,Glc [Extra-cellular],,Glc [Cyto],,"* Hexose transporter, member of GLUT family.",605245,,,,NULL,Glc [Extracellular],Glc [Cyto],0,0,pM,1,1,1,1,1,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-189200,1,0
SLC35A1,,,,P78382,NM_001168398.1,,No Record,NP_001161870.1,10559,,CMP-sialic acid transporter,Homo sapiens,,done,CMP-Neu5Ac [Cyto];CMP-Sia [Cyto],,CMP-Neu5Ac [Golgi];CMP-Sia [Golgi],,* This is an antiport of CMP that transports CMP-sialic acid from the cytosol into the lumen of the medial and trans cisternae of the Golgi apparatus.,605634,Cis/Medial/Trans/TGN,,,NULL,CMP-Neu5Ac [cyto] or CMP-Sia [cyto],CMP-Neu5Ac [Golgi] or CMP-Sia [Golgi],0,0,pM,1,1,1,1,1,,,null,R-HSA-4085001,1,0
SLC35A2,,,,P78381,NM_001032289.2,,No Record,NP_001027460.1,7355,,UDP-galactose translocator,Homo sapiens,,done,UDP-Gal [Cyto],,UDP-Gal [Golgi],,"* Multiple-segment transmembrane protein of the Golgi apparatus that delivers UDP-Gal, synthesized in the cytosol, into the Golgi lumen. This is an antiport that simultaneously exchanges luminal UMP.
* This is specific for UDP-Gal and not UDP-GlcNAc. It can also transport UDP-GalNAc. * CHO-derived Lec8 are incapable of transporting UDP-Gal but are competent in UDP-GlcNAc and CMP-Sia transport. * Mutant cells accumulate Glc-Cer instead of lactosylceramide, and contain truncated N-glycans terminated at GlcNAc. * Human UDP-Gal transporter occurs in two isoforms: hUGT1 and hUGT2.
* The incorporation of galactose residues into the link tetra-saccharide of proteoglycans seems to be surprisingly resistant to the deficiency of UDP-Gal, as the amounts of chondroitin sulfate and heparin sulfate were not reduced significantly in UDP-Gal.transporter-deficient cells derived from MDCK cells.",314375,Cis/Medial/Trans/TGN,,,NULL,UDP-Gal [Cyto],UDP-Gal[Golgi],0,0,pM,1,1,1,1,1,,,null,R-HSA-5619072,1,0
SLC35A3,,,,Q9Y2D2,NM_001271684.1,,No Record,NP_001258613.1,23443,,UDP-N-acetylglucosamine transporter,Homo sapiens,,done,UDP-GlcNAc [Cyto],,UDP-GlcNAc [Golgi],,"* One of three UDP-GlcNAc antiporters (SLC35A3, ALC35B4, SLC35D2). It does not transport other nucleotide sugars.",605632,,,,NULL,UDP-GlcNAc [cyto],UDP-GlcNAc [Golgi],0,0,pM,1,1,1,1,1,,,null,R-HSA-5619083,1,0
SLC35B2,,,,Q8TB61,NM_001286509.1,,No Record,NP_001273438.1,347734,,Adenosine 3'-phospho 5'-phosphosulfate transporter 1,Homo sapiens,,done,PAPS [Cyto],,PAPS [Golgi],,"* SLC35B2 and B3 transfer PAPS from the cytosol into the Golgi apparatus from the cytoplasm.
* PAPS is a universal sulfuryl donor for sulfation. * Depending on cancer type, the expression of PAPST1 and PAPST2 can increase or decrease, resulting in increases or decreases in sulfation of GAGs, respectively. * Decreased expression of PAPST1 and PAPST2 caused FGF signaling to decrease in colorectal cells.",610788,Cis/Medial/Trans/TGN,,,NULL,PAPS [Cyto],PAPS [Golgi],0,0,pM,1,1,1,1,1,,,null,R-HSA-174362,1,0
SLC35B3,,,,Q9H1N7,NM_001142541.2,,No Record,NP_001136013.1,51000,,Adenosine 3'-phospho 5'-phosphosulfate transporter 2,Homo sapiens,,done,PAPS [Cyto],,PAPS [Golgi],,"* SLC35B2 and B3 transfer PAPS from the cytosol into the Golgi apparatus from the cytoplasm.
* PAPS is a universal sulfuryl donor for sulfation. * Depending on cancer type, the expression of PAPST1 and PAPST2 can increase or decrease, resulting in increases or decreases in sulfation of GAGs, respectively. * Decreased expression of PAPST1 and PAPST2 caused FGF signaling to decrease in colorectal cells.",610845,Cis/Medial/Trans/TGN,,,NULL,PAPS [Cyto],PAPS [Golgi],0,0,pM,1,1,1,1,1,,,null,R-HSA-174362,1,0
SLC35B4,,,,Q969S0,NM_032826.4,,No Record,NP_116215.1,84912,,UDP-xylose and UDP-N-acetylglucosamine transporter,Homo sapiens,,done,UDP-Xyl [Cyto];UDP-GlcNAc [Cyto],,UDP-Xyl [Golgi];UDP-GlcNAc [Golgi],,"* UDP-xylose is made within the lumen of the ER or Golgi by UDP-xylose synthase (UXS). * There is a transporter for this nucleotide-sugar, that transports both UDP-Xyl and UDP-GlcNAc.",610923,Cis/Medial/Trans/TGN,,,NULL,UDP-Xyl [Cyto] or UDP-GlcNAc [Cyto],UDP-Xyl [Golgi] or UDP-GlcNAc [Golgi],0,0,pM,1,1,1,1,1,,,null,R-HSA-727802,1,0
SLC35C1,,,,Q96A29,NM_001145265.1,,No Record,NP_001138737.1,55343,,GDP-fucose transporter 1,Homo sapiens,,done,GDP-Fuc [Cyto],,GDP-Fuc [Golgi],,"* Transports only GDP-Fuc (synthesized in cytoplasm) to the Golgi lumen.
* Golgi fucosylation was strongly impaired in SLC35C1-deficient patients and knockout mouse, fucosylation in the ER was not extensively affected. Thus, there may be other fucose transporters in ER.",605881,Cis/Medial/Trans/TGN,,,NULL,GPF-Fuc [cyto],GPF-Fuc [Golgi],0,0,pM,1,1,1,1,1,,,null,R-HSA-5619078,1,0
SLC35D1,,,,Q9NTN3,NM_015139.2,,No Record,NP_055954.1,23169,,UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter,Homo sapiens,,done,UDP-GlcA [Cyto];UDP-GalNAc [Cyto],,UDP-GlcA [Golgi];UDP-GalNAc [Golgi],,* UDP-GalNAc & UDP-GlcA transporter.,610804,,,,NULL,UDP-GlcA [cyto] or UDP-GalNAc [cyto] or UDP-GlcA [cyto] or UDP-GalNAc [cyto],UDP-GlcA [ER] or UDP-GalNAc [ER] or UDP-GlcA [Golgi] or UDP-GalNAc [Golgi],0,0,pM,1,1,1,1,1,,,null,R-HSA-173599,1,0
SLC35D2,,,,Q76EJ3,NM_001286990.1,,No Record,NP_001273919.1,11046,,UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter,Homo sapiens,,done,UDP-GlcNAc [Cyto];UDP-Glc [Cyto];GDP-Man [Cyto],,UDP-GlcNAc [Golgi];UDP-Glc [Golgi];GDP-Man [Golgi],,"* Antiporter transporting nucleotide sugars UDP-N-acetylglucosamine (UDP-GlcNAc), UDP-glucose (UDP-Glc) and GDP-mannose (GDP-Man) from cytosol into Golgi, in exchange for the corresponding nucleosides monophosphates (UMP for UDP-sugars and GMP for GDP-sugars).",609182,,,,NULL,UDP-GlcNAc [cyto] or UDP-Glc [cyto] or GDP-Man [cyto],UDP-GlcNAc [Golgi] or UDP-Glc [Golgi] or GDP-Man [Golgi],0,0,pM,1,1,1,1,1,,,null,R-HSA-2022854,1,0
ST3GAL1,GT29,2.4.99.4,Glycosyltransferase,Q11201,NM_003033.3,K00780,ko00512/ko00533/ko00603/ko00604/ko01100,NP_003024.1,6482,O_linked/O_glycanNMu,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",Homo sapiens,,done,Gal(b1-3)GalNAc(a1-?)-Ser/Thr,CMP-Neu5Ac,Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-?)-Ser/Thr,CMP,"* Strict specificity for Type 3 lactosamine, predominantly on O-glycans.
* Does not add sialic acid to Galβ1,4GlcNAc (Type II).
* Although it can sialylate asialo-GM1 in vitro, mouse data suggest that it may not be acting on ganglioside substrates in vivo.
* Expressed in medullary area of thymus which is ST3Gal1+/PNA-1. In contrast cortical area is PNA+ and ST3Gal1-.
* GT-A like fold in structure, but lacking the DxD motif that binds metal ions.
* In human, ST3GAL1 is highly expressed in broadly expressed in the heart, placenta, skeletal muscle, kidney, pancreas, liver, spleen, and peripheral blood leukocytes.
* Enzyme is expressed in trans Golgi and also medial Golgi.
* ST3GAL1 deficiency in mouse decreased 90 % CD8+ T cells due to increased apoptosis, but not CD4+ T cells in the blood, lymph node, and spleen. In addition, platelet counts are decreased in ST3GAL1-deficient mice compared to wild-type mice, and platelet size is enhanced.",607187,Cis/Medial/Trans/TGN,NeuAc(a2-3),,,Gal(b1-3)...GalNAc(a1-?)Ser|Thr or Gal(b1-?),NeuAc(a2-3)Gal(b1-3)...GalNAc(a1-?)Ser|Thr or NeuAc(a2-3)Gal(b1-?),0.0000726,260000000,pM,1,1,1,1,1,,Spleen/Liver/Brain/Kidney/Heart,CMP,R-HSA-2022854,1,1
ST3GAL2,GT29,2.4.99.4,Glycosyltransferase,Q16842,NM_006927.3,K03368,ko00512/ko00533/ko00603/ko00604/ko01100,NP_008858.1,6483,O_linked/O_glycanNMu/GSL,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2",Homo sapiens,,done,Gal(b1-3)GalNAc(b1-4)Gal(b1-?),CMP-Neu5Ac,Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)Gal(b1-?),CMP,"* ST3Gal-II exclusively uses Type III lactosamine (Galβ1,3GalNAc) substrate. Poor activity for Type I and no activity for Type-II.
* In contrast, ST3Gal-III, ST3Gal-IV, ST3Gal-V, and ST3Gal-VI use Galβ1-3/4Glc(NAc)-R substrate.
* Mainly involved in the synthesis of GD1a, GM1b and GT1b in glycolipids. Mice lacking ST3Gal-II have 50% less GD1a, GT1b. 
* Mice lacking ST3Gal-II/III display complete lack of these gangliosides suggesting that these are the two dominant enzymes involved in GD1a, GT1b production.
* Can act on glycoproteins e.g. fetuin and oligosaccharide substrate, though predominant role is during glycolipid biosynthesis.
* Transgenic mice show onset of cardiac dilation and enhanced cardiomyopathy.
* Mouse and the human ST3Gal-I & -II and ST6GalNAc-I & -II contain 4 residues named Kurosawa motif (Cys-Xaa70-85-Cys-Xaα2-Cys-Ala-Val-Val-Gly-Asn-Xaa120-170-Cys; Xaa denotes any amino acid residue). These enzymes commonly utilize the Galβ1,3GalNAc structure as an acceptor substrate.
* Human ST3Gal-II mRNA is tissue specific, being prominent in skeletal muscle and heart and also expressed in liver, placenta, brain, and pancreas, while that in lung and kidney is very low. Mouse ST3Gal-II is expressed in brain, liver, and striated muscle.",607188,,NeuAc(a2-3),,,Gal(b1-3)GalNAc(b1-?) or Gal(b1-3)GlcNAc(b1-?),NeuAc(a2-3)Gal(b1-3)GalNAc(b1-?) or NeuAc(a2-3)Gal(b1-3)GlcNAc(b1-?),0.0000726,260000000,pM,1,1,1,1,1,,Musculoskeletal/Pancreas/Liver/Brain/Lungs/Kidney/Heart,CMP,R-HSA-2022854,1,1
ST3GAL3,GT29,2.4.99.6,Glycosyltransferase,Q11203,NM_001270459.1,K00781,ko00513/ko00514/ko00515/ko00533/ko00601/ko01100,NP_001257388.1,6487,N_linked/O_linked/O_glycanNMu/GSL,"CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase",Homo sapiens,,done,Gal(b1-3)GlcNAc(b1-?);Gal(b1-4)GlcNAc(b1-?),CMP-Neu5Ac;CMP-Neu5Ac,Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-?);Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-?),CMP;CMP,"* ST3Gal-III prefers Galβ1-3GlcNAc, but also acts on Galβ1-4GlcNAc (Km < 0.1 mM) and Galβ1-3GalNAc (Km=4 mM) termini on glycoproteins, oligosaccharides and glycolipids. 
* Evidence suggests that the enzyme may prefer the gangliotetraose terminus (Galβ1-3GalNAcβ1-4Gal) compared to core 1 O-linked glycans (Galβ1-3GalNAcα1-Ser/Thr).
* Mutations in the ST3GAL3 gene in humans are associated with rare severe familial intellectual disability.
* ST3GAL3 gene is widely expressed in human tissues, with higher mRNA levels in the brain, skeletal muscle, adrenal gland, uterus, and lymphocytes. 
* Likely to play a role in regulating Siglec function.",606494,,NeuAc(a2-3),,,Gal(b1-4)GlcNAc(b1-?) or Gal(b1-3)GlcNAc(b1-?) or Gal(b1-3)GalNAc(b1-?),NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-?) or NeuAc(a2-3)Gal(b1-3)GlcNAc(b1-?) or NeuAc(a2-3)Gal(b1-3)GalNAc(b1-?),0.0000726,260000000,pM,1,1,1,1,1,,Musculoskeletal/Brain,CMP,R-HSA-1912420,1,1
ST3GAL4,GT29,2.4.99.2,Glycosyltransferase,Q11206,NM_001254757.1,K03494,ko00601/ko01100,NP_001241686.1,6484,N_linked/O_linked/O_glycanNMu/GSL,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",Homo sapiens,,done,Gal(b1-4)GlcNAc(b1-?),CMP-Neu5Ac,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-?),CMP,"* ST3Gal-4 transfers α2,3sialic acid preferentially to Galβ1-4GlcNAc (Type-II, Km=0.22mM), but may also act on Type-I (Galβ1-3GlcNAc, Km=0.75mM) and Type-III (Galβ1-3GalNAc, Km=3mM) on glycoproteins and glycolipids.
* Critical for leukocyte trafficking in humans (with potentially some role for ST3Gal-6, in mouse), and plays a major role in the synthesis of leukocyte surface sialyl Le<sup>X</sup> structures.
* ST3Gal-4 also regulates VWF half-life in circulation.
* Widely expressed in human tissues, with high levels in the adrenal gland, placenta, trachea, testis, blood lymphocytes, and colon and significant but lower amounts in the liver, lung, and skeletal muscle.",104240,,NeuAc(a2-3),,,Gal(b1-?)GlcNAc(b1-?) or Gal(b1-3)GalNAc(b1-?),NeuAc(a2-3)Gal(b1-?)GlcNAc(b1-?) or NeuAc(a2-3)Gal(b1-3)GalNAc(b1-?),0.0000726,260000000,pM,1,1,1,1,1,,Musculoskeletal/Liver/Lungs,CMP,R-HSA-1912420,1,1
